id,keyword,location,text,target
2617,collision,The Wirral and Londonistan.,Now 1 year since the last fatal collision on #A12 #London. During this time we started a highly visible Road Policing Op.…,1
2620,collision,"East, England",** Cleared ** The vehicles involved in the collision have been moved to a safe location and all lanes have reopened… https://t.co/E8NNC7lqD4,1
2626,crash,Everywhere,"#Iran, grappling with unrest over the Ukrainian plane crash, warns protesters it will do everything necessary to protect the p…",1
2628,crash,Russia. In the dense forests.,BREAKING: Iranian Judiciary spokesman says several arrested for their role in Ukraine plane crash - reports https://t.co/uZ…,1
2631,crash,"Cape Cod, Massachusetts USA",Barnstable Police - Six Transported to Hospital Following Multi-Car Crash Involving Mashpee Ambulance https://t.co/NgZxB9ufO0,1
2633,crash,"Cape Cod, Massachusetts USA",Crash involving ambulance in Osterville under investigation https://t.co/iDOrtgb9gb,1
2634,crash,"Cape Cod, Massachusetts USA",UPDATED: Mashpee ambulance with patient on board involved in multiple vehicle crash… six patients transported to ar… https://t.co/cBW1GjUpoc,1
2637,crash,"UB, Mongolia",Iran says some people arrested for their role in Ukrainian plane crash https://t.co/hFADsZKRPH,1
2641,crash,,Iran says some people arrested for their role in Ukrainian plane crash https://t.co/bXTQj2pvIx,1
2642,crash,Nigeria,Three Kwankwasiyya members killed in auto crash News - Fact News Online https://t.co/2bkIFPLFbm,1
2643,crash,USA,Iran launched missiles at a passenger jet. Iran killed 176 innocent civilians. Iran is to blame. Iran should be condemne…,1
2646,crash,UK,"Iran Warns Protesters as It Grapples With Unrest Over Plane Crash Video appears to show tear gas, gunshot injuries during…",1
2647,crash,"Surrey, UK",Live as M4 drivers face four miles of queues after crash near Slough #driving #news https://t.co/cXrtD8u2B9,1
2648,crash,Thailand,Eight British Tourists Injured after Passenger Van ... - https://t.co/2iS8XvAy5h - https://t.co/NOF8sXThN2 - -… https://t.co/qe31g4V1Xq,1
2649,crash,India,"Weapons-yielding thieves crash getaway car, leave pawnshop workers extremely shaken | T-10 NEWS… https://t.co/0NwLibBej9",1
2650,crash,,Badminton king Momota faces two months out after fatal car crash https://t.co/PFPkSk9Fx6 https://t.co/PFPkSk9Fx6,1
2652,crash,,Iran says some people arrested for their role in Ukrainian plane crash https://t.co/PV5ShXflfB https://t.co/PqYHjrmKjJ,1
2654,crash,Canada,#BREAKING: Trudeau says the 57 Canadians killed when Iran shot down Ukrainian International Airlines Flight 752 would be al…,1
2662,crash,s-Gravenhage,Arrestaties in Iran in verband met crash Boeing https://t.co/FkfMJyCILs,1
2663,crash,"Chennai, India",How can one justify the killing of 176 passengers aboard of plane by punishing the few who were all responsible fo… https://t.co/pc30ilTHc2,1
2668,crash,20012,"BoundaryStones: 38 years ago today, Washington mourned two unrelated but deadly tragedies– the crash of Flight 90 i… https://t.co/IX4Mpwe9iP",1
2683,crash,,#BREAKING: Several people have been arrested because of their role in the Ukrainian plane crash in Iran that killed all 176 peo…,1
2684,crash,woomeLang,"#Breaking: Some people were arrested over Ukrainian aircraft crash in Iran, media reports.",1
2685,crash,West Midlands,A man's died after a serious crash in #Hanbury in #Worcestershire yesterday afternoon #HeartNews https://t.co/jprAGzwHUL,1
2686,crash,Vancouver British Columbia,#BREAKING: Several people have been arrested because of their role in the Ukrainian plane crash in Iran that killed… https://t.co/scWtzlb8Ku,1
2693,crashed,"Tucson, AZ","Boeing employees mocked Lion Air staff for seeking 737 Max training, calling them ""idiots."" A year later 189 people died when…",1
2698,crashed,Israel,UNIAN info the Ukrainian plane 737 that crashed killing all its victims in Iran would have faced the same fate beca… https://t.co/BwLFWUySbo,1
2699,crashed,,Many of you may not remember the 1983 Soviet shoot down of KAL 007. The Korean Jumbo jet was first reported to have… https://t.co/TNct73ynWp,1
2704,crashed,"Benoni, South Africa",A crashed car turns into a man being shot dead https://t.co/2Z9z51AfG7 via,1
2705,crashed,somewhere in Estonia,The women were doing a left turn when the guy crashed into them coming from behind. He was speeding about 140 km/h… https://t.co/m3DPHJKxOc,1
2706,crashed,"Toronto, Ontario",Obama killed a guy who was responsible for the worst terrorist attack on American soil.… https://t.co/W2IRRUjB9I,1
2710,crashed,Nnukwu-Ofia,Driver of stolen tractor trailer killed when truck crashed into a car &amp; then another at Eglinton/Mavis in Mississauga. Other…,1
2714,crashed,Islamic Republic of Iran,"for Kiana, another victim in the crashed airplane https://t.co/dIT0dZK03s",1
2716,crashed,,DISTURBING video of the last moments on the flight that crashed in Iran. My God you would hope it was quick it was painles…,1
2720,crashed,"Toronto, Ontario","On Wednesday, Jan. 8, a jetliner operated by Ukrainian International Airlines crashed shortly after taking off in Iran. Al…",1
2725,crashed,,Apparently the plane crashed into the missile which was fired by Iranian regime. But Qasem Soleimani car didn’t crash into th…,1
2728,crashed,Abu Dhabi,"UPDATE: Pentagon official, U.S. intelligence official and Iraqi intelligence official say: The Ukrainian flight that cr…",1
2729,crashed,Abu Dhabi,BREAKING: Ukrainian President Volodymyr Zelensky says; All 170 passengers and crew members on board the Ukrainian Boei…,1
2740,crashed,United Kingdom,crashed my car,1
2744,crashed,"BC, Canada",-SHSN +BLSN and very strong outflow winds Sumas Prairie .. very icy from Hope to just east Abbotsford. Very squirrely danger…,1
2804,crushed,Cardiff,"Robert Attewyndyate, died 1305 after his crushed hand became infected from coming into contact with horse dung",1
2842,curfew,,"Since 'Kashmir is under curfew', Nazreen may not be able to g… https://t.co/KsjQTb7tdz",1
2843,curfew,,#Kashmir is still under curfew with no internet. Dangerous laws to marginalise Muslims are being created…,1
2851,curfew,Pakistan,The plight of the people of Jammu &amp; Kashmir continues with the lockdown and curfew still in place Once they are able to…,1
2855,curfew,"Peshawar, Pakistan","For the past several months, after imposing a curfew in Kashmir and killing innocent Kashmiris, I have neither symp… https://t.co/NFCtspD6nN",1
2863,curfew,Vehari,KASHMIR STILL UNDER CURFEW 🔒🔗🔒🔗🔒🔗🔒 🍁🍁🍁 Curfew continues for 163th consecutive day in Indian occupied Kashmir مقبوضہ جمو…,1
2864,curfew,,KASHMIR STILL UNDER CURFEW 🔒🔗🔒🔗🔒🔗🔒 🍁🍁🍁 Curfew continues for 163th consecutive day in Indian occupied Kashmir مقبوضہ… https://t.co/NMw2bl9nB1,1
2882,curfew,delhi,"For the first time in new state Telangana, CURFEW was imposed in #Bhainsa town and Internet shut down after peacefuls atta…",1
2884,curfew,Nigeria,"Navy imposes curfew in Ondo community over killing of Ratings, missing arms… https://t.co/HlGU4egwVs #sagagist",1
2891,curfew,"Ireland, Scotland",#KashmirBleeds #KashmirTheLandOfPain #KashmirStillUnderCurfew Kashmir has been under curfew since 5th August 2019. No…,1
2894,curfew,,Talk about the situation in #Kashmir. The curfew has been on since over 150 days. Germany as a very dem… https://t.co/5ICNKtZ5z9,1
2895,curfew,"Karachi, Pakistan",163th day of curfew and lockdown in occupied Kashmir #KashmirBleeds #KashmirStillUnderCurfew #KashmirWantsFreedom https://t.co/rXaaJjqs3S,1
2898,curfew,South Africa,"Nigerian Navy imposes curfew in Ondo over killing of personnel, missing arms https://t.co/Z0LlQ9osc2 https://t.co/wy5PLl5qRN",1
2903,cyclone,,Category 3 Severe Tropical Cyclone #Claudia at sunrise satellite view from #CycloneClaudia https://t.co/nOChmO4…,1
2914,cyclone,Fiji,Warnings are being issued in Fiji and Tonga with fears both islands are in line to be directly hit by a tropical cy… https://t.co/hPpQN1GhKU,1
2921,cyclone,,A pretty spectacular animation of a rapidly intensifying extra-tropical cyclone #Brendan over the North Atlantic today…,1
2929,damage,,#StormBrendan Another clip from Saltcoats around 1330 (high tide). We've switched the power to overhead lines off temp…,1
2931,damage,Gay Heaven,LOOK: The extreme damage of ash fall in Pulo island in Batangas burying some houses in the area. This is a residential sit…,1
2934,damage,"Sydney, New South Wales🇦🇺","…The collateral damage of this irresponsible, dangerous, ill-conceived behavior? 63 Canadians needlessly lost their liv…",1
2940,damage,Oakham,"⬆ CORRECTION: The report of criminal damage was on the A6006, heading towards Melton, not the A6006 towards Oakham. ⬆",1
2951,damage,UK,‼️EMERGENCY CLOSURE‼️ Moray College UHI is fully CLOSED to all staff and students on Tuesday 14th January due to storm d…,1
2967,damage,,93-year-old white man shoots a black apartment manager in both legs over water damage in unit.🤬🤬🤬 https://t.co/02HMEBw8Dv…,1
2968,damage,"Ontario, CA",Damage after another 6.0 earthquake hit Puerto Rico this morning. Severe seismic activity has not stopped since December 28.…,1
2982,damage,Huntsville  Alabama,STORM DAMAGE: A Madison family is looking forward to rebuilding after a tree at least 100 feet tall ripped their home apart.​ htt…,1
2992,damage,Mars if Trump is elected in 20,"Yes , American embassies are at far far greater risk now plus Trump got 176 innocent people killed… https://t.co/YNpIVIkl4U",1
2998,danger,,🌋Volcano erupts in the #Philippines #TaalEruption2020🌋 Alert-level 4 raised over Taal Volcano. (5 highest) Estimated 450…,1
3025,danger,Pakistan,"Sir these are the very serious problems, We have no Public Transport on there major two routes on Canal road and P… https://t.co/L9kiOZ5MH8",1
3043,danger,,"ISMPalestine ""RT SyksyRasanen: 16 years ago, Tom Hurndall died of his wounds. Tom had been sniper shot in the head by…",1
3051,dead,,Washington Nationals Prospect Fausto Segura Dead At 23 After Motorcycle Crash https://t.co/Yug9TlUWHg,1
3054,dead,Online,Weekend violence leaves 6 dead in Philadelphia https://t.co/MJGvzZCf8q,1
3057,dead,"Karachi, Pakistan",At least 56 people dead in #Pakistani administered #Kashmir #NeelumValley after avalanches hit scores of houses. Authorit…,1
3064,dead,Japan,The two airmen who were found dead in a base dormitory room at Spangdahlem Air Base Thursday were both airmen first cl…,1
3065,dead,,"No survivors on New Zealand island after volcano suddenly erupts, police say https://t.co/6kmuzUjA4I",1
3082,dead,,"Since the Hong Kong protests began, dead people have been popping up everywhere. Protesters blame the CCP. Police blame s…",1
3085,dead,,"Dozen of people reportedly dead in iceberg in #NeelumValley, rescue teams haven't yet reached potentially to help the people.…",1
3088,dead,🇧🇷🇮🇹🇲🇩🇺🇦🇦🇱🇭🇷,Avalanches in #Pakistan kill 57 people https://t.co/JgrUDpMet3,1
3093,dead,Southern hemisphere,"Thirty-two horses found dead on property west of Toowoomba Qld. 'They have been eating bark off trees' ""These are star…",1
3118,death,Australia,Mustafa Kassem died yday in a cold Egyptian prison. He was 54. His lawyer said Kassem was diabetic with a heart condition &amp; w…,1
3135,death,Texas,"I am saddened to announce my mother Carol Serling has passed away. She lived to be 91. She married my dad, Rod Serling, in…",1
3149,death,Malaysia,"australia is dropping down food from helicopters for their wildlife. due to the raging bushfires, many of the animals…",1
3155,death,NYC,"Eight people shot to death in Philly this weekend. Many more shot. Four more shot since this afternoon, including a college stu…",1
3161,death,Oman,We are deeply saddened by the death of His Majesty Sultan Qaboos bin Said. Our deepest condolences go to the people of Oman.…,1
3163,death,,"[Mourning day 8 Jan] 2 months from the tragic death of Chow Tsz-lok from suspicious fall in protests, #HK police continued…",1
3168,death,"Lagos, Nigeria",Imo burglar jumps to death from two-storey building https://t.co/qHthXylCcW,1
3182,deaths,"Cape Cod, Massachusetts USA","Drug overdose calls, deaths up in Yarmouth https://t.co/g3LoYEcJLe",1
3183,deaths,"Cape Cod, Massachusetts USA","Overdose calls, deaths up in Yarmouth https://t.co/jERWhRrpOQ",1
3186,deaths,,Deaths toll Increase 47 killed due to Heavy Snow and #avalunch in #NeelumValley #Pakistan administered #Kashmir,1
3191,deaths,,#childsafety | Local flu death of boy is one of two pediatric deaths in NYS this year https://t.co/bpEurBny1m https://t.co/r6y2MdlErm,1
3193,deaths,"Los Angeles, Ca",#childsafety | Local flu death of boy is one of two pediatric deaths in NYS this year https://t.co/2pWDm1TbsG https://t.co/WXJWs35Z1h,1
3195,deaths,Cape Town,"6 fatalities were reported on the West Coast in December 2018. In December 2019, the district municipality recorde… https://t.co/ObUEmQWWTs",1
3207,deaths,Africa,Road Safety Authority awaits policy direction on ‘Okada’ use; It follows 732 deaths last year… https://t.co/8Q9ejZv61m,1
3210,deaths,UTP,"In Perak, 17 active chikungunya outbreak localities have been identified, including Batang Padang, Kuala Kangsar, Larut and Ka…",1
3229,deaths,The Netherlands,"A follow-up to yesterday's Pakistan post: In the past 24 hours, a further 14+ people have died in the SW province of…",1
3231,deaths,India,"2020 just started, but already 50,000 people have died on the world's roads! Shocking! Even more so as these deaths are pr…",1
3236,deaths,"Queens, NY",China sinkhole: Six people killed in Xining as street chasm swallows bus https://t.co/uLAepg2lzC https://t.co/zz2K9nUpsz,1
3237,deaths,Canada,"""Just few more deaths &amp; few civilian planes shot down ""by mistake"" until retaliation is over""",1
3241,deaths,United Kingdom,#Lanarkshire This is the big one for Scotland - no doubt as it captured much of Glasgow: 54 deaths… https://t.co/tNTZ97ByeQ,1
3249,deaths,,Quetta-Zhob road blocked near Kan Mehtarzai due to snow. About 400 people stuck in chilling cold. Temp has dropped to -…,1
3254,debris,,So the entire house almost caught on fire... Warning to those that have debris around the water heater. https://t.co/…,1
3255,debris,🚲,Pigeon and tree debris in roadway / bike lane. 99W Barbur Blvd northbound next to Barbur Transit Center near Capit… https://t.co/Jf33bUrciy,1
3258,debris,"Dept of Defence, Ireland",#StormBrendan Update-8.00 Tuesday.: Significant overtopping around high tide on Monday evening led to closure of Prom. Wa…,1
3260,debris,"Plano, TX",DEBRIS: PGBT SB @ VALLEY VIEW; CENTER LANE BLOCKED. 1/14/2020 2:46 AM,1
3264,debris,bangalore,"😑😐😶 Taal volcano, located 70 km from Manila, Philippines. In addition to the eruption itself, the so-called volcanic tsunami…",1
3268,debris,"New Delhi, India","NEWS: On 13 jan two Avalanches have hit in J&amp;K. 1.Machhil Sector near LoC- 5 Jawans trapped under debris, 4 recovered, o…",1
3274,debris,Scotland,"Hi , A737 south at Linwood cut off just passed large debris in middle of carriageway. A box of some k…",1
3279,debris,Dumbarton,"Hi , A737 south at Linwood cut off just passed large debris in middle of carriageway. A box of some kind",1
3284,debris,"Nottingham, England","#StormBrendon is also bringing high winds, so will be difficult driving conditions. Slow down, be prepared for gusts of…",1
3286,debris,"Galway, Ireland",#StormBrendan Update-8.00 Tuesday.: Significant overtopping around high tide on Monday evening led to closure of Pr… https://t.co/nPQVtXMAM3,1
3352,deluge,Torreón 🇲🇽,"Venice’s worst flood happened in 1966. At the time, experts thought the flood was a once-in-800 year event. November’s flood…",1
3401,demolish,,#Israel to Demolish Homes of #Palestinian #Prisoners in #WestBank #WarCrimes https://t.co/oH3gkSXvY0 via …,1
3409,demolish,lienz,"RT PalestineChron ""#Israel to Demolish Homes of #Palestinian #Prisoners in #WestBank #WarCrimes https://t.co/TRPir0qoP…",1
3415,demolish,,Israel moves to demolish the house belonging to the parents of a Palestinian prisoner in Jenin — they have just a few d…,1
3422,demolish,"California, USA","RT PalestineChron ""#Israel to Demolish Homes of #Palestinian #Prisoners in #WestBank #WarCrimes… https://t.co/B59rmgqS9o",1
3423,demolish,"California, USA","RT PalestineChron ""#Israel to Demolish Homes of #Palestinian #Prisoners in #WestBank #WarCrimes… https://t.co/56JqiM7egI",1
3426,demolish,Washington,#Israel to Demolish Homes of #Palestinian #Prisoners in #WestBank #WarCrimes https://t.co/oH3gkSXvY0 via… https://t.co/FlPH3H1bOO,1
3459,demolished,,Abu Amrah family from #Gaza Strip have been homeless for two months after their house was demolished by an Israeli air str…,1
3470,demolished,"  Shinjuku-ku, Tokyo,  Japan",Abu Amrah family from Gaza Strip have been homeless for two months after their house was demolished by an Israeli air…,1
3472,demolished,"Punjab, Pakistan",Abu Amrah family from #Gaza Strip have been homeless for two months after their house was demolished by an israeli air stri…,1
3496,demolished,,#MyReport | Maradu's Holy Faith H20 and Alfa Serene apartments were demolished on 11 January. CJ stayed b… https://t.co/s8CO1o4TUK,1
3500,demolished,,A family from Gaza have been homeless for 2 months after their house was demolished by an Israeli air strike. 17 family mem…,1
3599,derail,"hk island, govt held, not K&NT","6 months of videos of protesters smashing, burning, try to derail trains... entire trains smashed...… https://t.co/ZXsZ5E2oj3",1
3635,derailed,,"Hi there, we are running a reduced service at the moment due to the derailed freight train, wh…",1
3639,derailed,UK,"Hi there, we are running a reduced service at the moment due to the derailed freight… https://t.co/7YNnWqFNUH",1
3641,derailed,,One of my busiest days and im currently stuck at Kings Cross due to derailed trains causing delays...am I just this… https://t.co/S5s57Bhbr3,1
3642,derailed,London,Train to Cambridge from Kings Cross has been cancelled due to a derailed train... hope everyone is okay,1
3646,derailed,"Cambridge, England","Guest lecturing for at at 9 this morning, which is, of course, why a freight train der… https://t.co/Y5nnYXGEnH",1
3647,derailed,,Supposed to be going into London bridge but there is a derailed freight train near hitchin so loads of cancelled trains,1
3648,derailed,,"Big fan of how the National Rail app can ALERT me that there are delays between Croydon and Gatwick, yet the fact a… https://t.co/eEN8NwpGAj",1
3650,derailed,,Train derailed North Hitchin and now there is no service at all stopping here. However services are running to London passing…,1
3651,derailed,"Lower Stondon, England",Train derailed North Hitchin and now there is no service at all stopping here. However services are running to Lond… https://t.co/faakyll7n0,1
3652,derailed,,Apparently a freight train has derailed at Hitchin. Amateurs.,1
3654,derailed,UK,"Good morning, sorry to hear this. This is due to a derailed freight train at Hitchin, apologies for the inconvenience caused ^D",1
3656,derailed,Hitchin + London,"Bit weird, really. Platform packed, no trains since before 7 because a freight train derailed in the depot. Sounded… https://t.co/fqzkAlItFB",1
3657,derailed,East of England,No Great Northern and Thameslink services from #Cambridge and #Peterborough will call at #Hitchin this morning - it… https://t.co/0RXRC06xY1,1
3658,derailed,London England.,Taking the train through Hitchin this morning? Be aware a freight train has derailed at the depot there so services ar…,1
3660,derailed,London England.,The freight train on the right has derailed at Hitchin this morning so my train (on the left) is delayed and creepi… https://t.co/0MBeS99IS0,1
3661,derailed,,"Good morning, there is a derailed freight train at Hitchin, this is being investigated ^D",1
3662,derailed,Norfolk via Essex and London,Taking the train through Hitchin this morning? Be aware a freight train has derailed at the depot there so services… https://t.co/pt5O68VHcn,1
3663,derailed,,"Hi Kevin, I'm very sorry about this. A freight train has derailed which is causing some delays to services, ple…",1
3664,derailed,,"Good morning, we have had a train derailed at Hitchin, so there are now delays and cancellations, really sorry…",1
3665,derailed,,Today its 100% the derailed train at hitchin,1
3666,derailed,UK,"Hi Kevin, I'm very sorry about this. A freight train has derailed which is causing some delays to ser… https://t.co/KmY2TZEKza",1
3667,derailed,UK,"Good morning, there is a derailed freight train at Hitchin, this is being investigated ^D",1
3668,derailed,UK,"Good morning, we have been informed of a derailed freight train at Hitchin this morning,… https://t.co/kRU9vvSrK5",1
3669,derailed,,Freight train derailed ahead of you. They doing checks,1
3670,derailed,UK,"Good morning, we have had a train derailed at Hitchin, so there are now delays and cancellations, really sorry for this ^D",1
3671,derailed,Southern Reach,Derailed in the depot! Oops!,1
3672,derailed,,"Good morning, the service is delayed by a derailed train, apologies for the inconvenience caused ^D",1
3673,derailed,UK,"Good morning, the service is delayed by a derailed train, apologies for the inconvenience caused ^D",1
3693,derailed,,"French designer cancels Paris fashion show, derailed by strike chaos https://t.co/n8axSGy3MG https://t.co/3dLMSA1HSl",1
3711,derailment,,"Hi there, I'm very sorry to hear this, we are running a reduced service at the moment due to the freight train derail…",1
3712,derailment,UK,"Hi there, we are running a reduced service at the moment due to the freight train derailment, your next ser… https://t.co/GuU2W2rNX5",1
3713,derailment,"Lowca, Cumbria (in spirit)",⚠️ Update: the freight derailment in a yard at #Hitchin cut the cable controlling a set of points on 1 track through the…,1
3714,derailment,UK,"""A freight train has experienced a low speed derailment at #Hitchin"" 1) Trains don't ""experience"" 2) Thank goodness…",1
3715,derailment,,"Hi there, I'm very sorry about this. We are running a reduced service this morning to the freight tr…",1
3716,derailment,UK,"Hi there, I'm very sorry to hear this, we are running a reduced service at the moment due to the freight tr… https://t.co/1IvWLNWYOw",1
3717,derailment,UK,"Hi there, I'm very sorry about this. We are running a reduced service this morning to the… https://t.co/x77RvEzxMD",1
3718,derailment,,"Hi Ally, I'm very sorry about this, we are running a reduced service at the moment due to the freight train derailm…",1
3720,derailment,"London, England",Amazing how a train derailment in Hitching can cause such carnage across the network. Causing hoards of blue and bl… https://t.co/M7Hn6NOGDE,1
3721,derailment,,#TLUpdates - We have been informed that a freight train has had a low speed derailment within the depot/sidings in the Hitchi…,1
3722,derailment,,This freight train was due into Hitchin at 05:50 this morning and it was then that the dera… https://t.co/pCOEWY0hm8,1
3723,derailment,National Helpline 0345 711 4141,⚠️ Update: the freight derailment in a yard at #Hitchin cut the cable controlling a set of points on 1 track throug… https://t.co/WPkKfWy2Oa,1
3724,derailment,UK,"Hi Ally, I'm very sorry about this, we are running a reduced service at the moment due to the freight tra… https://t.co/Aq6KGHKErh",1
3725,derailment,,"Hi Emily, we are having to run a reduced service due to the derailment, some services are having to run thro…",1
3727,derailment,UK,"Hi Emily, we are having to run a reduced service due to the derailment, some services are having t… https://t.co/c4acqOyDQF",1
3730,derailment,,A freight train has experienced a low speed derailment at #Hitchin which is affecting services on between #…,1
3731,derailment,"Peterborough, England",A train has had a low speed derailment at Hitchin as a result no trains are calling at Hitchin station until furth… https://t.co/5wgzwC4Tde,1
3732,derailment,"Cambridge, Europe","""A freight train has experienced a low speed derailment at #Hitchin"" 1) Trains don't ""experience"" 2) Thank goodness it wasnt faster",1
3733,derailment,,#GNUpdates - We have been informed that a freight train has had a low speed derailment within the depot/sidings in the Hitchi…,1
3734,derailment,,Derailment in depot apparently,1
3735,derailment,Sussex UK,A freight train has experienced a low speed derailment at #Hitchin which is affecting services on betwee… https://t.co/i3iOPnkW45,1
3736,derailment,,They tell lies. A train I get was showing as cancelled due to lack of crew. An hour late…,1
3737,derailment,,why is the 0714 HIT-CAM stuck at Royston please? Should e clear of the derailment??,1
3738,derailment,,"Delays of up to 60 minutes and some #cancellations on #Thameslink between #Stevenage and Cambridge, and between Stevena…",1
3739,derailment,"Welwyn, East",They tell lies. A train I get was showing as cancelled due to lack of crew. An hou… https://t.co/LpG97ske8r,1
3740,derailment,,"Hichin derailment, told could use train tix on local bus at LET to get to STE. Not accepting. Now out of… https://t.co/NXjr8Gco6F",1
3741,derailment,Salford,"Delays of up to 60 minutes and some #cancellations on #Thameslink between #Stevenage and Cambridge, and between Ste… https://t.co/Sk1uIJlIzy",1
3742,derailment,Salford,"#Delays of up to 60 minutes and some cancellations on #GreatNorthern between #Stevenage and #Cambridge, and between… https://t.co/19osfe9Kkt",1
3744,derailment,,"Hi Lisa, I'm very sorry about this, a freight train has experienced a low speed derailment at Hitchin which is…",1
3745,derailment,,plse can you explain decision to turf whole train of customers off train at Gatwick because of a derailment in Hit…,1
3746,derailment,UK,"Hi Lisa, I'm very sorry about this, a freight train has experienced a low speed derailment at Hitchin… https://t.co/LvGosPsrUj",1
3747,derailment,,plse can you explain decision to turf whole train of customers off train at Gatwick because of a derailme… https://t.co/vDDetiHYoR,1
3748,derailment,,We have been stuck at Baldock for over 20 minutes now due to the derailment at Hitchin and our driver doesn'…,1
3750,derailment,UK,Hi Simon. I do apologise for the disruption. Due to a freight train derailment in the Hitchin area… https://t.co/6jonuyxaxu,1
3751,derailment,"London, England",We have been stuck at Baldock for over 20 minutes now due to the derailment at Hitchin and our driver doe… https://t.co/xkRizi923Q,1
3752,derailment,National Helpline 0345 711 4141,A freight train has had a low-speed derailment in the Hitchin area - off our route on the line to Edinburgh- and it… https://t.co/mXdPuQpQyu,1
3753,derailment,UK,"Hi Dave, a freight train has experienced a low speed derailment at Hitchin which is a… https://t.co/MJ1GGTcO0X",1
3755,derailment,,"Hi there, a freight train has experienced a low speed derailment in the Hitchin area which is causing some delays.…",1
3757,derailment,UK,"Hi there, a freight train has experienced a low speed derailment in the Hitchin area which is causing so… https://t.co/yIy70KXTbr",1
3758,derailment,UK,#TLUpdates - We have been informed that a freight train has had a low speed derailment within the depot/sidings in… https://t.co/SeonfwajGb,1
3759,derailment,UK,#GNUpdates - We have been informed that a freight train has had a low speed derailment within the depot/sidings in… https://t.co/j2eIxLlUiT,1
3760,derailment,"London, England",Been a derailment ay Hitchin,1
3761,derailment,,Derailment at Hitchin. All trains delayed 😩,1
3763,derailment,,"Morning, sat on the 07:05 from Letchworth and have stopped at a red signal. Any update on the train derai… https://t.co/Hz9zqrDaPD",1
3764,derailment,,Derailment at Hitchen just happened affecting Southbound trains....,1
3765,derailment,"England, United Kingdom",Derailment at Hitchin. All trains delayed 😩,1
3766,derailment,"Letchworth, England",Thier is an apparent derailment at #Hitchin this morning but or do not seem to know anything ab… https://t.co/Nf78TPO38d,1
3769,derailment,,I'm on the Cambridge to London train. Driver says derailment in Hitchen blocking all Southbound trains. H… https://t.co/IbFqpfrHE7,1
3771,derailment,Covering 20 counties in NW Wis,The segment of US 12 closed Friday as a result of a Union Pacific train derailment near Knapp in Dunn County has be… https://t.co/GwFfX9dvs7,1
3773,derailment,,Highway closed after major train derailment in western Wisconsin. https://t.co/jUZtaDZlXk,1
3774,derailment,,A train derailed in Dunn County causing a pileup of train cars on Highway 12 Sunday. https://t.co/r0KI0EKFU2,1
3776,derailment,,Train derailment causes pileup in Dunn County https://t.co/P0iKOyBFAP,1
3779,derailment,United States,Train cars scattered all over the derailment area in Mississauga. #disasters #railroad #raildisaster #derailment… https://t.co/YUVB1wWzCd,1
3788,derailment,"Eau Claire, Wisconsin",New: Diesel fuel spilled in Dunn County train derailment - WQOW. https://t.co/Hg8E4hX3G2,1
3806,desolate,In The Lab,"The first murder was a fake deal, got a man to meet him out in a desolate area, and beat him to death, and took his money.",1
3925,destroyed,,"in the freezing cold, Abu Saber sits on the rubble of his house and the family meets around him. His house was destroy…",1
3927,destroyed,Australia,“OJ” returned to his Wairewa home today that was completely destroyed by fire. He found his favourite stuffed toy in th…,1
3940,destroyed,Island of the Gods & all too much plastic,"The bee industry estimates about 10,000 hives have been destroyed by bushfires across Australia. The combined effec… https://t.co/94U6ZrA9zP",1
3941,destroyed,"Dublin City, Ireland",2 yrs ago the Phoenix parks main amphibian breeding site was dredged &amp; completely destroyed. With permission from the O…,1
3951,destroyed,"Las Vegas, NV",Sad news today. A furious winter storm has destroyed the Lion's Head #lighthouse in Ontario's #BrucePeninsula. Built by hi…,1
3953,destroyed,"Houston, TX","Shot and killed in front of his wife, sister and the children. His crime? His car broke down and they were waiting for help 😢…",1
3964,destroyed,,Government set to revise total number of hectares destroyed during bushfire season to 17 million after millions of hectar…,1
3965,destroyed,,"The bee industry estimates about 10,000 hives have been destroyed and many more have been damaged across the country. #abc730 #…",1
3978,destruction,"Hyderabad, Telangana, India",Destruction by avalanches in Kashmir. Around 47 civilians killed in Neelum area of PoK. 3 Indian Armymen killed Machil sec…,1
3985,destruction,"München, Bayern",Wildfire destroyes Australia The view of the Blue Mountains National Park in New South Wales shows the path of destruct…,1
4020,destruction,Spijkenisse,1998: Joe Biden Urged U.S. to ‘Dethrone’ Saddam Hussein over Weapons of Mass Destruction https://t.co/2YKJGdmdbY via …,1
4023,destruction,Proud American,Jeffrey Epstein’s Ex-Cellmate Calls for Probe in Suicide Attempt Video’s Destruction #Epsteindidntkillhimself https…,1
4034,detonate,,NEW TODAY Authorities reveal that the antisemitic couple who targeted the kosher supermarket in NJ - ALSO had had a massive…,1
4035,detonate,,#AblaNari #MohiniMondol threatened crew wid bombs strapped to her body &amp; wud detonate them any moment Anyways such #Le…,1
4041,detonate,"Chennai, Bharat",. flight makes an emergency landing in Kolkata as passenger 'threatens to detonate bomb'. https://t.co/8lpZxHHtMy,1
4053,detonate,Great State of Texas,NEW TODAY Authorities reveal that the antisemitic couple who targeted the kosher supermarket in NJ - ALSO had had a… https://t.co/d5XY66Bvbl,1
4078,detonate,England Is My City,"Morocco allegedly offered GWB 3,000 monkeys to help detonate landmines in the Iraq War, but this might work just as well.",1
4086,devastated,,Our country has been devastated by bushfires &amp; we need your help! 🔥 So that's why we're proud to announce The Down-Unde…,1
